"pollster_name","candidate","percentage","party","sample_size","state","numeric_grade"
"Morning Consult","Donald Trump",51.75,"REP",2940,"Texas",1.9
"Morning Consult","Kamala Harris",49.48,"DEM",638,"Wisconsin",1.9
"Morning Consult","Donald Trump",46.19,"REP",638,"Wisconsin",1.9
"Morning Consult","Kamala Harris",48.22,"DEM",1369,"North Carolina",1.9
"Morning Consult","Donald Trump",47.82,"REP",1369,"North Carolina",1.9
"Morning Consult","Kamala Harris",54.8,"DEM",498,"Colorado",1.9
"Morning Consult","Donald Trump",40.08,"REP",498,"Colorado",1.9
"Morning Consult","Kamala Harris",48.39,"DEM",1405,"Georgia",1.9
"Morning Consult","Donald Trump",47.51,"REP",1405,"Georgia",1.9
"Morning Consult","Kamala Harris",50.92,"DEM",501,"Minnesota",1.9
"Morning Consult","Donald Trump",44.28,"REP",501,"Minnesota",1.9
"Morning Consult","Kamala Harris",51.97,"DEM",873,"Virginia",1.9
"Morning Consult","Donald Trump",42.24,"REP",873,"Virginia",1.9
"SurveyUSA","Kamala Harris",49,"DEM",676,"North Carolina",2.8
"SurveyUSA","Donald Trump",46,"REP",676,"North Carolina",2.8
"Hendrix College","Kamala Harris",40,"DEM",696,"Arkansas",0.9
"Hendrix College","Donald Trump",55,"REP",696,"Arkansas",0.9
"Hendrix College","Robert F. Kennedy",1,"IND",696,"Arkansas",0.9
"Hendrix College","Chase Oliver",1,"LIB",696,"Arkansas",0.9
"Hendrix College","Jill Stein",0,"GRE",696,"Arkansas",0.9
"co/efficient","Kamala Harris",47,"DEM",931,"Michigan",1.1
"co/efficient","Donald Trump",47,"REP",931,"Michigan",1.1
"co/efficient","Kamala Harris",47,"DEM",917,"Wisconsin",1.1
"co/efficient","Donald Trump",47,"REP",917,"Wisconsin",1.1
"co/efficient","Kamala Harris",46,"DEM",889,"Pennsylvania",1.1
"co/efficient","Donald Trump",48,"REP",889,"Pennsylvania",1.1
"YouGov","Kamala Harris",50,"DEM",1077,"Michigan",3
"YouGov","Donald Trump",49,"REP",1077,"Michigan",3
"YouGov","Kamala Harris",50,"DEM",1078,"Pennsylvania",3
"YouGov","Donald Trump",50,"REP",1078,"Pennsylvania",3
"YouGov","Kamala Harris",51,"DEM",946,"Wisconsin",3
"YouGov","Donald Trump",49,"REP",946,"Wisconsin",3
"Elway","Kamala Harris",53,"DEM",403,"Washington",1.9
"Elway","Donald Trump",32,"REP",403,"Washington",1.9
"Virginia Commonwealth U.","Kamala Harris",46,"DEM",813,"Virginia",2.1
"Virginia Commonwealth U.","Donald Trump",36,"REP",813,"Virginia",2.1
"Virginia Commonwealth U.","Cornel West",2,"IND",813,"Virginia",2.1
"Virginia Commonwealth U.","Jill Stein",1,"GRE",813,"Virginia",2.1
"Virginia Commonwealth U.","Kamala Harris",49.4,"DEM",749,"Virginia",2.1
"Virginia Commonwealth U.","Donald Trump",35.7,"REP",749,"Virginia",2.1
"Virginia Commonwealth U.","Cornel West",1.2,"IND",749,"Virginia",2.1
"Virginia Commonwealth U.","Jill Stein",1.1,"GRE",749,"Virginia",2.1
"Emerson","Kamala Harris",60.8,"DEM",815,"California",2.9
"Emerson","Donald Trump",38,"REP",815,"California",2.9
"Emerson","Kamala Harris",47.6,"DEM",815,"Florida",2.9
"Emerson","Donald Trump",51.1,"REP",815,"Florida",2.9
"Emerson","Kamala Harris",48,"DEM",845,"Texas",2.9
"Emerson","Donald Trump",50.9,"REP",845,"Texas",2.9
"Emerson","Kamala Harris",44.7,"DEM",945,"Ohio",2.9
"Emerson","Donald Trump",54.3,"REP",945,"Ohio",2.9
"TIPP","Kamala Harris",46,"DEM",1015,"Arizona",1.8
"TIPP","Donald Trump",45.9,"REP",1015,"Arizona",1.8
"TIPP","Kamala Harris",46.8,"DEM",949,"Arizona",1.8
"TIPP","Donald Trump",46.7,"REP",949,"Arizona",1.8
"TIPP","Kamala Harris",45.8,"DEM",1015,"Arizona",1.8
"TIPP","Donald Trump",45.8,"REP",1015,"Arizona",1.8
"TIPP","Cornel West",1.3,"IND",1015,"Arizona",1.8
"TIPP","Jill Stein",0.8,"GRE",1015,"Arizona",1.8
"TIPP","Kamala Harris",48,"DEM",949,"Arizona",1.8
"TIPP","Donald Trump",47.8,"REP",949,"Arizona",1.8
"TIPP","Cornel West",1.4,"IND",949,"Arizona",1.8
"TIPP","Jill Stein",0.6,"GRE",949,"Arizona",1.8
"Marquette Law School","Kamala Harris",52,"DEM",822,"Wisconsin",3
"Marquette Law School","Donald Trump",48,"REP",822,"Wisconsin",3
"Marquette Law School","Kamala Harris",52,"DEM",738,"Wisconsin",3
"Marquette Law School","Donald Trump",48,"REP",738,"Wisconsin",3
"Marquette Law School","Kamala Harris",47,"DEM",822,"Wisconsin",3
"Marquette Law School","Donald Trump",43,"REP",822,"Wisconsin",3
"Marquette Law School","Robert F. Kennedy",6,"IND",822,"Wisconsin",3
"Marquette Law School","Chase Oliver",1,"LIB",822,"Wisconsin",3
"Marquette Law School","Jill Stein",1,"GRE",822,"Wisconsin",3
"Marquette Law School","Randall A. Terry",0,"CON",822,"Wisconsin",3
"Marquette Law School","Cornel West",1,"IND",822,"Wisconsin",3
"Marquette Law School","Kamala Harris",48,"DEM",738,"Wisconsin",3
"Marquette Law School","Donald Trump",43,"REP",738,"Wisconsin",3
"Marquette Law School","Robert F. Kennedy",6,"IND",738,"Wisconsin",3
"Marquette Law School","Chase Oliver",1,"LIB",738,"Wisconsin",3
"Marquette Law School","Jill Stein",1,"GRE",738,"Wisconsin",3
"Marquette Law School","Randall A. Terry",1,"CON",738,"Wisconsin",3
"Marquette Law School","Cornel West",1,"IND",738,"Wisconsin",3
"Patriot Polling","Kamala Harris",47.9,"DEM",857,"Pennsylvania",1.1
"Patriot Polling","Donald Trump",49,"REP",857,"Pennsylvania",1.1
"Patriot Polling","Kamala Harris",48.4,"DEM",822,"Michigan",1.1
"Patriot Polling","Donald Trump",47.6,"REP",822,"Michigan",1.1
"Patriot Polling","Kamala Harris",47.9,"DEM",826,"Wisconsin",1.1
"Patriot Polling","Donald Trump",47.7,"REP",826,"Wisconsin",1.1
"Patriot Polling","Kamala Harris",47.5,"DEM",804,"North Carolina",1.1
"Patriot Polling","Donald Trump",50,"REP",804,"North Carolina",1.1
"Patriot Polling","Kamala Harris",48.3,"DEM",814,"Georgia",1.1
"Patriot Polling","Donald Trump",48.9,"REP",814,"Georgia",1.1
"Patriot Polling","Kamala Harris",46.9,"DEM",804,"Arizona",1.1
"Patriot Polling","Donald Trump",48.5,"REP",804,"Arizona",1.1
"Patriot Polling","Kamala Harris",46.8,"DEM",788,"Nevada",1.1
"Patriot Polling","Donald Trump",47,"REP",788,"Nevada",1.1
"Lake Research","Kamala Harris",42,"DEM",600,"Indiana",1.2
"Lake Research","Donald Trump",52,"REP",600,"Indiana",1.2
"Cygnal","Kamala Harris",43.1,"DEM",400,"Alaska",2.1
"Cygnal","Donald Trump",53,"REP",400,"Alaska",2.1
"Cygnal","Kamala Harris",47,"DEM",600,"Michigan",2.1
"Cygnal","Donald Trump",46,"REP",600,"Michigan",2.1
"InsiderAdvantage","Kamala Harris",46.5,"DEM",800,"Nevada",2
"InsiderAdvantage","Donald Trump",47.9,"REP",800,"Nevada",2
"InsiderAdvantage","Kamala Harris",48.4,"DEM",800,"Arizona",2
"InsiderAdvantage","Donald Trump",48.6,"REP",800,"Arizona",2
"InsiderAdvantage","Kamala Harris",48.4,"DEM",800,"North Carolina",2
"InsiderAdvantage","Donald Trump",49.2,"REP",800,"North Carolina",2
"InsiderAdvantage","Kamala Harris",48.3,"DEM",800,"Georgia",2
"InsiderAdvantage","Donald Trump",47.6,"REP",800,"Georgia",2
"SoonerPoll.com","Kamala Harris",39.9,"DEM",323,"Oklahoma",1.8
"SoonerPoll.com","Donald Trump",56,"REP",323,"Oklahoma",1.8
"YouGov","Kamala Harris",44,"DEM",1200,"Texas",3
"YouGov","Donald Trump",49,"REP",1200,"Texas",3
"YouGov","Jill Stein",2,"GRE",1200,"Texas",3
"YouGov","Chase Oliver",0,"LIB",1200,"Texas",3
"YouGov","Kamala Harris",44,"DEM",1200,"Texas",3
"YouGov","Donald Trump",49,"REP",1200,"Texas",3
"Trafalgar Group","Kamala Harris",46.2,"DEM",1083,"Wisconsin",0.7
"Trafalgar Group","Donald Trump",47.3,"REP",1083,"Wisconsin",0.7
"Trafalgar Group","Kamala Harris",46.6,"DEM",1089,"Michigan",0.7
"Trafalgar Group","Donald Trump",47,"REP",1089,"Michigan",0.7
"Trafalgar Group","Kamala Harris",44.9,"DEM",1082,"Pennsylvania",0.7
"Trafalgar Group","Donald Trump",47,"REP",1082,"Pennsylvania",0.7
"Gonzales Research & Media Services","Kamala Harris",56,"DEM",820,"Maryland",1.2
"Gonzales Research & Media Services","Donald Trump",35,"REP",820,"Maryland",1.2
"Wick","Kamala Harris",47,"DEM",1607,"Pennsylvania",1.4
"Wick","Donald Trump",48,"REP",1607,"Pennsylvania",1.4
"Wick","Chase Oliver",1,"LIB",1607,"Pennsylvania",1.4
"Wick","Jill Stein",1,"GRE",1607,"Pennsylvania",1.4
"Wick","Kamala Harris",49,"DEM",1607,"Pennsylvania",1.4
"Wick","Donald Trump",49,"REP",1607,"Pennsylvania",1.4
"SurveyUSA","Kamala Harris",48,"DEM",635,"Minnesota",2.8
"SurveyUSA","Donald Trump",43,"REP",635,"Minnesota",2.8
"Global Strategy Group","Kamala Harris",37,"DEM",600,"Nebraska",1.8
"Global Strategy Group","Donald Trump",54,"REP",600,"Nebraska",1.8
"Lake Research","Kamala Harris",43,"DEM",800,"Texas",1.2
"Lake Research","Donald Trump",51,"REP",800,"Texas",1.2
"Lake Research","Jill Stein",2,"GRE",800,"Texas",1.2
"Lake Research","Chase Oliver",2,"LIB",800,"Texas",1.2
"CNN/SSRS","Kamala Harris",44,"DEM",682,"Arizona",2.8
"CNN/SSRS","Donald Trump",49,"REP",682,"Arizona",2.8
"CNN/SSRS","Jill Stein",2,"GRE",682,"Arizona",2.8
"CNN/SSRS","Chase Oliver",1,"LIB",682,"Arizona",2.8
"CNN/SSRS","Kamala Harris",48,"DEM",617,"Georgia",2.8
"CNN/SSRS","Donald Trump",47,"REP",617,"Georgia",2.8
"CNN/SSRS","Cornel West",1,"IND",617,"Georgia",2.8
"CNN/SSRS","Jill Stein",1,"GRE",617,"Georgia",2.8
"CNN/SSRS","Chase Oliver",1,"LIB",617,"Georgia",2.8
"CNN/SSRS","Kamala Harris",48,"DEM",708,"Michigan",2.8
"CNN/SSRS","Donald Trump",43,"REP",708,"Michigan",2.8
"CNN/SSRS","Robert F. Kennedy",4,"IND",708,"Michigan",2.8
"CNN/SSRS","Jill Stein",0,"GRE",708,"Michigan",2.8
"CNN/SSRS","Chase Oliver",1,"LIB",708,"Michigan",2.8
"CNN/SSRS","Kamala Harris",48,"DEM",626,"Nevada",2.8
"CNN/SSRS","Donald Trump",47,"REP",626,"Nevada",2.8
"CNN/SSRS","Jill Stein",1,"GRE",626,"Nevada",2.8
"CNN/SSRS","Chase Oliver",1,"LIB",626,"Nevada",2.8
"CNN/SSRS","Kamala Harris",47,"DEM",789,"Pennsylvania",2.8
"CNN/SSRS","Donald Trump",47,"REP",789,"Pennsylvania",2.8
"CNN/SSRS","Jill Stein",1,"GRE",789,"Pennsylvania",2.8
"CNN/SSRS","Chase Oliver",1,"LIB",789,"Pennsylvania",2.8
"CNN/SSRS","Kamala Harris",50,"DEM",976,"Wisconsin",2.8
"CNN/SSRS","Donald Trump",44,"REP",976,"Wisconsin",2.8
"CNN/SSRS","Cornel West",0,"IND",976,"Wisconsin",2.8
"CNN/SSRS","Jill Stein",1,"GRE",976,"Wisconsin",2.8
"CNN/SSRS","Chase Oliver",2,"LIB",976,"Wisconsin",2.8
"East Carolina University","Kamala Harris",46.9,"DEM",920,"North Carolina",2.6
"East Carolina University","Donald Trump",47.6,"REP",920,"North Carolina",2.6
"East Carolina University","Chase Oliver",0.4,"LIB",920,"North Carolina",2.6
"East Carolina University","Jill Stein",0.4,"GRE",920,"North Carolina",2.6
"East Carolina University","Randall A. Terry",0.2,"CON",920,"North Carolina",2.6
"East Carolina University","Cornel West",1,"IND",920,"North Carolina",2.6
"Glengariff Group Inc.","Kamala Harris",43.5,"DEM",600,"Michigan",1.5
"Glengariff Group Inc.","Donald Trump",44.7,"REP",600,"Michigan",1.5
"Glengariff Group Inc.","Robert F. Kennedy",4.7,"IND",600,"Michigan",1.5
"Glengariff Group Inc.","Jill Stein",1.3,"GRE",600,"Michigan",1.5
"Emerson","Kamala Harris",47.5,"DEM",720,"Arizona",2.9
"Emerson","Donald Trump",51.2,"REP",720,"Arizona",2.9
"Emerson","Kamala Harris",51.2,"DEM",800,"Michigan",2.9
"Emerson","Donald Trump",47.6,"REP",800,"Michigan",2.9
"Emerson","Kamala Harris",49.4,"DEM",1168,"Nevada",2.9
"Emerson","Donald Trump",48.8,"REP",1168,"Nevada",2.9
"Emerson","Kamala Harris",49.4,"DEM",950,"Pennsylvania",2.9
"Emerson","Donald Trump",49.4,"REP",950,"Pennsylvania",2.9
"Emerson","Kamala Harris",49.1,"DEM",850,"Wisconsin",2.9
"Emerson","Donald Trump",49.8,"REP",850,"Wisconsin",2.9
"Emerson","Kamala Harris",49,"DEM",775,"North Carolina",2.9
"Emerson","Donald Trump",49.9,"REP",775,"North Carolina",2.9
"Emerson","Kamala Harris",50.1,"DEM",800,"Georgia",2.9
"Emerson","Donald Trump",49,"REP",800,"Georgia",2.9
"Redfield & Wilton Strategies","Kamala Harris",44,"DEM",812,"North Carolina",1.8
"Redfield & Wilton Strategies","Donald Trump",45,"REP",812,"North Carolina",1.8
"Redfield & Wilton Strategies","Chase Oliver",1,"LIB",812,"North Carolina",1.8
"Redfield & Wilton Strategies","Jill Stein",1,"GRE",812,"North Carolina",1.8
"Redfield & Wilton Strategies","Kamala Harris",45,"DEM",530,"Arizona",1.8
"Redfield & Wilton Strategies","Donald Trump",46,"REP",530,"Arizona",1.8
"Redfield & Wilton Strategies","Chase Oliver",1,"LIB",530,"Arizona",1.8
"Redfield & Wilton Strategies","Jill Stein",1,"GRE",530,"Arizona",1.8
"Redfield & Wilton Strategies","Kamala Harris",43,"DEM",850,"Florida",1.8
"Redfield & Wilton Strategies","Donald Trump",48,"REP",850,"Florida",1.8
"Redfield & Wilton Strategies","Chase Oliver",1,"LIB",850,"Florida",1.8
"Redfield & Wilton Strategies","Jill Stein",0,"GRE",850,"Florida",1.8
"Redfield & Wilton Strategies","Kamala Harris",42,"DEM",699,"Georgia",1.8
"Redfield & Wilton Strategies","Donald Trump",44,"REP",699,"Georgia",1.8
"Redfield & Wilton Strategies","Chase Oliver",0,"LIB",699,"Georgia",1.8
"Redfield & Wilton Strategies","Jill Stein",1,"GRE",699,"Georgia",1.8
"Redfield & Wilton Strategies","Kamala Harris",47,"DEM",761,"Michigan",1.8
"Redfield & Wilton Strategies","Donald Trump",44,"REP",761,"Michigan",1.8
"Redfield & Wilton Strategies","Chase Oliver",1,"LIB",761,"Michigan",1.8
"Redfield & Wilton Strategies","Jill Stein",1,"GRE",761,"Michigan",1.8
"Redfield & Wilton Strategies","Kamala Harris",51,"DEM",426,"Minnesota",1.8
"Redfield & Wilton Strategies","Donald Trump",42,"REP",426,"Minnesota",1.8
"Redfield & Wilton Strategies","Chase Oliver",1,"LIB",426,"Minnesota",1.8
"Redfield & Wilton Strategies","Jill Stein",0,"GRE",426,"Minnesota",1.8
"Redfield & Wilton Strategies","Kamala Harris",47,"DEM",490,"Nevada",1.8
"Redfield & Wilton Strategies","Donald Trump",47,"REP",490,"Nevada",1.8
"Redfield & Wilton Strategies","Chase Oliver",0,"LIB",490,"Nevada",1.8
"Redfield & Wilton Strategies","Jill Stein",1,"GRE",490,"Nevada",1.8
"Redfield & Wilton Strategies","Kamala Harris",47,"DEM",488,"New Mexico",1.8
"Redfield & Wilton Strategies","Donald Trump",40,"REP",488,"New Mexico",1.8
"Redfield & Wilton Strategies","Chase Oliver",0,"LIB",488,"New Mexico",1.8
"Redfield & Wilton Strategies","Jill Stein",0,"GRE",488,"New Mexico",1.8
"Redfield & Wilton Strategies","Kamala Harris",46,"DEM",1071,"Pennsylvania",1.8
"Redfield & Wilton Strategies","Donald Trump",45,"REP",1071,"Pennsylvania",1.8
"Redfield & Wilton Strategies","Chase Oliver",0,"LIB",1071,"Pennsylvania",1.8
"Redfield & Wilton Strategies","Jill Stein",1,"GRE",1071,"Pennsylvania",1.8
"Redfield & Wilton Strategies","Kamala Harris",48,"DEM",672,"Wisconsin",1.8
"Redfield & Wilton Strategies","Donald Trump",44,"REP",672,"Wisconsin",1.8
"Redfield & Wilton Strategies","Chase Oliver",0,"LIB",672,"Wisconsin",1.8
"Redfield & Wilton Strategies","Jill Stein",0,"GRE",672,"Wisconsin",1.8
"Morning Consult","Kamala Harris",49,"DEM",805,"Arizona",1.9
"Morning Consult","Donald Trump",47,"REP",805,"Arizona",1.9
"Morning Consult","Jill Stein",0,"GRE",805,"Arizona",1.9
"Morning Consult","Chase Oliver",2,"LIB",805,"Arizona",1.9
"Morning Consult","Kamala Harris",48,"DEM",805,"Arizona",1.9
"Morning Consult","Donald Trump",48,"REP",805,"Arizona",1.9
"Morning Consult","Kamala Harris",49,"DEM",776,"Arizona",1.9
"Morning Consult","Donald Trump",47,"REP",776,"Arizona",1.9
"Morning Consult","Jill Stein",0,"GRE",776,"Arizona",1.9
"Morning Consult","Chase Oliver",2,"LIB",776,"Arizona",1.9
"Morning Consult","Kamala Harris",48,"DEM",776,"Arizona",1.9
"Morning Consult","Donald Trump",48,"REP",776,"Arizona",1.9
"SurveyUSA","Kamala Harris",37,"DEM",1293,"Nebraska",2.8
"SurveyUSA","Donald Trump",54,"REP",1293,"Nebraska",2.8
"SurveyUSA","Kamala Harris",47,"DEM",507,"Nebraska CD-2",2.8
"SurveyUSA","Donald Trump",42,"REP",507,"Nebraska CD-2",2.8
"Research America","Kamala Harris",34,"DEM",400,"West Virginia",0.7
"Research America","Donald Trump",61,"REP",400,"West Virginia",0.7
"Beacon/Shaw","Kamala Harris",48,"DEM",1014,"Arizona",2.8
"Beacon/Shaw","Donald Trump",47,"REP",1014,"Arizona",2.8
"Beacon/Shaw","Jill Stein",1,"GRE",1014,"Arizona",2.8
"Beacon/Shaw","Chase Oliver",2,"LIB",1014,"Arizona",2.8
"Beacon/Shaw","Cornel West",1,"IND",1014,"Arizona",2.8
"Beacon/Shaw","Kamala Harris",50,"DEM",1014,"Arizona",2.8
"Beacon/Shaw","Donald Trump",49,"REP",1014,"Arizona",2.8
"Beacon/Shaw","Kamala Harris",48,"DEM",1014,"Georgia",2.8
"Beacon/Shaw","Donald Trump",46,"REP",1014,"Georgia",2.8
"Beacon/Shaw","Cornel West",1,"IND",1014,"Georgia",2.8
"Beacon/Shaw","Jill Stein",2,"GRE",1014,"Georgia",2.8
"Beacon/Shaw","Chase Oliver",2,"LIB",1014,"Georgia",2.8
"Beacon/Shaw","Kamala Harris",50,"DEM",1014,"Georgia",2.8
"Beacon/Shaw","Donald Trump",48,"REP",1014,"Georgia",2.8
"Beacon/Shaw","Kamala Harris",48,"DEM",1026,"Nevada",2.8
"Beacon/Shaw","Donald Trump",46,"REP",1026,"Nevada",2.8
"Beacon/Shaw","Jill Stein",1,"GRE",1026,"Nevada",2.8
"Beacon/Shaw","Chase Oliver",1,"LIB",1026,"Nevada",2.8
"Beacon/Shaw","Cornel West",2,"IND",1026,"Nevada",2.8
"Beacon/Shaw","Kamala Harris",50,"DEM",1026,"Nevada",2.8
"Beacon/Shaw","Donald Trump",48,"REP",1026,"Nevada",2.8
"Beacon/Shaw","Kamala Harris",47,"DEM",999,"North Carolina",2.8
"Beacon/Shaw","Donald Trump",48,"REP",999,"North Carolina",2.8
"Beacon/Shaw","Cornel West",2,"IND",999,"North Carolina",2.8
"Beacon/Shaw","Jill Stein",1,"GRE",999,"North Carolina",2.8
"Beacon/Shaw","Chase Oliver",1,"LIB",999,"North Carolina",2.8
"Beacon/Shaw","Kamala Harris",49,"DEM",999,"North Carolina",2.8
"Beacon/Shaw","Donald Trump",50,"REP",999,"North Carolina",2.8
"Morning Consult","Kamala Harris",47,"DEM",801,"Georgia",1.9
"Morning Consult","Donald Trump",46,"REP",801,"Georgia",1.9
"Morning Consult","Jill Stein",1,"GRE",801,"Georgia",1.9
"Morning Consult","Chase Oliver",4,"LIB",801,"Georgia",1.9
"Morning Consult","Kamala Harris",49,"DEM",801,"Georgia",1.9
"Morning Consult","Donald Trump",47,"REP",801,"Georgia",1.9
"Morning Consult","Kamala Harris",48,"DEM",737,"Georgia",1.9
"Morning Consult","Donald Trump",46,"REP",737,"Georgia",1.9
"Morning Consult","Jill Stein",1,"GRE",737,"Georgia",1.9
"Morning Consult","Chase Oliver",3,"LIB",737,"Georgia",1.9
"Morning Consult","Kamala Harris",50,"DEM",737,"Georgia",1.9
"Morning Consult","Donald Trump",47,"REP",737,"Georgia",1.9
"Morning Consult","Kamala Harris",48,"DEM",702,"Michigan",1.9
"Morning Consult","Donald Trump",46,"REP",702,"Michigan",1.9
"Morning Consult","Jill Stein",1,"GRE",702,"Michigan",1.9
"Morning Consult","Chase Oliver",2,"LIB",702,"Michigan",1.9
"Morning Consult","Kamala Harris",49,"DEM",702,"Michigan",1.9
"Morning Consult","Donald Trump",46,"REP",702,"Michigan",1.9
"Morning Consult","Kamala Harris",49,"DEM",651,"Michigan",1.9
"Morning Consult","Donald Trump",47,"REP",651,"Michigan",1.9
"Morning Consult","Jill Stein",0,"GRE",651,"Michigan",1.9
"Morning Consult","Chase Oliver",2,"LIB",651,"Michigan",1.9
"Morning Consult","Kamala Harris",49,"DEM",651,"Michigan",1.9
"Morning Consult","Donald Trump",47,"REP",651,"Michigan",1.9
"Morning Consult","Kamala Harris",48,"DEM",450,"Nevada",1.9
"Morning Consult","Donald Trump",45,"REP",450,"Nevada",1.9
"Morning Consult","Jill Stein",2,"GRE",450,"Nevada",1.9
"Morning Consult","Chase Oliver",4,"LIB",450,"Nevada",1.9
"Morning Consult","Kamala Harris",49,"DEM",450,"Nevada",1.9
"Morning Consult","Donald Trump",45,"REP",450,"Nevada",1.9
"Morning Consult","Kamala Harris",48,"DEM",416,"Nevada",1.9
"Morning Consult","Donald Trump",46,"REP",416,"Nevada",1.9
"Morning Consult","Jill Stein",2,"GRE",416,"Nevada",1.9
"Morning Consult","Chase Oliver",3,"LIB",416,"Nevada",1.9
"Morning Consult","Kamala Harris",50,"DEM",416,"Nevada",1.9
"Morning Consult","Donald Trump",46,"REP",416,"Nevada",1.9
"Morning Consult","Kamala Harris",48,"DEM",700,"North Carolina",1.9
"Morning Consult","Donald Trump",47,"REP",700,"North Carolina",1.9
"Morning Consult","Jill Stein",1,"GRE",700,"North Carolina",1.9
"Morning Consult","Chase Oliver",2,"LIB",700,"North Carolina",1.9
"Morning Consult","Kamala Harris",49,"DEM",700,"North Carolina",1.9
"Morning Consult","Donald Trump",47,"REP",700,"North Carolina",1.9
"Morning Consult","Kamala Harris",48,"DEM",645,"North Carolina",1.9
"Morning Consult","Donald Trump",48,"REP",645,"North Carolina",1.9
"Morning Consult","Jill Stein",1,"GRE",645,"North Carolina",1.9
"Morning Consult","Chase Oliver",2,"LIB",645,"North Carolina",1.9
"Morning Consult","Kamala Harris",49,"DEM",645,"North Carolina",1.9
"Morning Consult","Donald Trump",49,"REP",645,"North Carolina",1.9
"Morning Consult","Kamala Harris",51,"DEM",803,"Pennsylvania",1.9
"Morning Consult","Donald Trump",45,"REP",803,"Pennsylvania",1.9
"Morning Consult","Jill Stein",1,"GRE",803,"Pennsylvania",1.9
"Morning Consult","Chase Oliver",2,"LIB",803,"Pennsylvania",1.9
"Morning Consult","Kamala Harris",51,"DEM",803,"Pennsylvania",1.9
"Morning Consult","Donald Trump",47,"REP",803,"Pennsylvania",1.9
"Morning Consult","Kamala Harris",51,"DEM",758,"Pennsylvania",1.9
"Morning Consult","Donald Trump",46,"REP",758,"Pennsylvania",1.9
"Morning Consult","Jill Stein",1,"GRE",758,"Pennsylvania",1.9
"Morning Consult","Chase Oliver",1,"LIB",758,"Pennsylvania",1.9
"Morning Consult","Kamala Harris",51,"DEM",758,"Pennsylvania",1.9
"Morning Consult","Donald Trump",48,"REP",758,"Pennsylvania",1.9
"Morning Consult","Kamala Harris",51,"DEM",701,"Wisconsin",1.9
"Morning Consult","Donald Trump",44,"REP",701,"Wisconsin",1.9
"Morning Consult","Jill Stein",1,"GRE",701,"Wisconsin",1.9
"Morning Consult","Chase Oliver",1,"LIB",701,"Wisconsin",1.9
"Morning Consult","Kamala Harris",52,"DEM",701,"Wisconsin",1.9
"Morning Consult","Donald Trump",44,"REP",701,"Wisconsin",1.9
"Morning Consult","Kamala Harris",52,"DEM",648,"Wisconsin",1.9
"Morning Consult","Donald Trump",44,"REP",648,"Wisconsin",1.9
"Morning Consult","Jill Stein",1,"GRE",648,"Wisconsin",1.9
"Morning Consult","Chase Oliver",1,"LIB",648,"Wisconsin",1.9
"Morning Consult","Kamala Harris",53,"DEM",648,"Wisconsin",1.9
"Morning Consult","Donald Trump",44,"REP",648,"Wisconsin",1.9
"EPIC/MRA","Kamala Harris",45,"DEM",600,"Michigan",1.9
"EPIC/MRA","Donald Trump",46,"REP",600,"Michigan",1.9
"EPIC/MRA","Robert F. Kennedy",3,"IND",600,"Michigan",1.9
"EPIC/MRA","Jill Stein",1,"GRE",600,"Michigan",1.9
"EPIC/MRA","Kamala Harris",46,"DEM",600,"Michigan",1.9
"EPIC/MRA","Donald Trump",47,"REP",600,"Michigan",1.9
"Cherry Communications","Kamala Harris",45,"DEM",600,"Florida",1
"Cherry Communications","Donald Trump",52,"REP",600,"Florida",1
"YouGov","Kamala Harris",43,"DEM",500,"Pennsylvania",3
"YouGov","Donald Trump",42.5,"REP",500,"Pennsylvania",3
"YouGov","Kamala Harris",43,"DEM",500,"Pennsylvania",3
"YouGov","Donald Trump",41,"REP",500,"Pennsylvania",3
"YouGov","Robert F. Kennedy",3,"IND",500,"Pennsylvania",3
"YouGov","Jill Stein",1,"GRE",500,"Pennsylvania",3
"YouGov","Cornel West",0,"IND",500,"Pennsylvania",3
"YouGov","Chase Oliver",0.5,"LIB",500,"Pennsylvania",3
"YouGov","Kamala Harris",48,"DEM",500,"Wisconsin",3
"YouGov","Donald Trump",42,"REP",500,"Wisconsin",3
"YouGov","Kamala Harris",45,"DEM",500,"Wisconsin",3
"YouGov","Donald Trump",40,"REP",500,"Wisconsin",3
"YouGov","Robert F. Kennedy",4,"IND",500,"Wisconsin",3
"YouGov","Jill Stein",0.5,"GRE",500,"Wisconsin",3
"YouGov","Cornel West",1,"IND",500,"Wisconsin",3
"YouGov","Chase Oliver",0,"LIB",500,"Wisconsin",3
"YouGov","Kamala Harris",44,"DEM",500,"Michigan",3
"YouGov","Donald Trump",43.5,"REP",500,"Michigan",3
"YouGov","Kamala Harris",44,"DEM",500,"Michigan",3
"YouGov","Donald Trump",41.5,"REP",500,"Michigan",3
"YouGov","Robert F. Kennedy",5,"IND",500,"Michigan",3
"YouGov","Jill Stein",0,"GRE",500,"Michigan",3
"YouGov","Cornel West",1,"IND",500,"Michigan",3
"YouGov","Chase Oliver",0.5,"LIB",500,"Michigan",3
"PPP","Kamala Harris",42,"DEM",725,"Texas",1.4
"PPP","Donald Trump",45,"REP",725,"Texas",1.4
"PPP","Jill Stein",0,"GRE",725,"Texas",1.4
"PPP","Robert F. Kennedy",6,"IND",725,"Texas",1.4
"PPP","Cornel West",1,"IND",725,"Texas",1.4
"PPP","Kamala Harris",44,"DEM",725,"Texas",1.4
"PPP","Donald Trump",49,"REP",725,"Texas",1.4
